deck_kind,role_key,role_label,card_id,source,sender,context,story_context,incident_text,rw_incident,rw_date,rw_outcome,rw_source_url,swipe_direction_ui,option_label,hype_delta,heat_delta,fine,violation,lesson,feedback_roaster,feedback_zen_master,feedback_lovebomber,roaster_only_tts_note,audio_trigger_roaster,audio_file_opus_repo_relative,audio_file_mp3_repo_relative,opus_exists,mp3_exists,generic_audio_warning,shuffle_swap_note
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_deployment_blue_green,JIRA,DEVOPS_LEAD,DEPLOYMENT_STRATEGY,"Deployment strategy: Blue-green (instant rollback, 2x infrastructure cost) or in-place (cheap, risky rollback). Customer-facing system. Downtime costs $50K/minute.","Blue-green (safe, expensive) or in-place (cheap, risky)?",GitLab Database Outage,2017,In-place deployment went wrong. 300GB of production data accidentally deleted. 18 hours downtime. No quick rollback available.,,LEFT,Blue-green,-20,5,1000000,None - Safe deployment,Blue-green deployments enable instant rollback and eliminate downtime risk.,2x cost. Zero downtime. Instant rollback. Operations approves.,The path with a retreat is the path of wisdom.,"Safety NETS are good, bestie!! No DOWNTIME!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_deployment_blue_green,JIRA,DEVOPS_LEAD,DEPLOYMENT_STRATEGY,"Deployment strategy: Blue-green (instant rollback, 2x infrastructure cost) or in-place (cheap, risky rollback). Customer-facing system. Downtime costs $50K/minute.","Blue-green (safe, expensive) or in-place (cheap, risky)?",GitLab Database Outage,2017,In-place deployment went wrong. 300GB of production data accidentally deleted. 18 hours downtime. No quick rollback available.,,RIGHT,In-place,35,20,12000000,Deployment Risk + Downtime Exposure,In-place deployments save infrastructure but create downtime and rollback risks.,Cheap until it breaks. Then expensive. Very expensive.,A bridge with no alternate path leaves no retreat when it collapses.,"2x cost is CRAZY, bestie!! We'll be CAREFUL!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_prompt_injection_redesign,MEETING,SECURITY_ARCHITECT,SYSTEM_SECURITY_DESIGN,Current LLM integration architecture is fundamentally vulnerable to prompt injection. Proper fix requires complete redesign with input sanitization layers and sandboxed execution. Quick fix is regex filtering (will fail). Redesign takes 8 weeks.,"Architecture redesign (8 weeks, secure) or regex filtering (quick, bypassable)?",Cursor IDE RCE (CVE-2025-54135),2025-01,Architectural redesign for LLM input handling prevented injection attacks. Regex-only solutions were bypassed within days of deployment.,,LEFT,Architecture redesign,-40,10,1000000,None - Secure architecture,Architectural security redesign prevents injection at the system level.,8 weeks of hard work. But actually secure. Worth the wait.,The foundation rebuilt stands when the patched foundation falls.,"Doing it RIGHT, bestie!! Architecture MATTERS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_prompt_injection_redesign,MEETING,SECURITY_ARCHITECT,SYSTEM_SECURITY_DESIGN,Current LLM integration architecture is fundamentally vulnerable to prompt injection. Proper fix requires complete redesign with input sanitization layers and sandboxed execution. Quick fix is regex filtering (will fail). Redesign takes 8 weeks.,"Architecture redesign (8 weeks, secure) or regex filtering (quick, bypassable)?",Cursor IDE RCE (CVE-2025-54135),2025-01,Architectural redesign for LLM input handling prevented injection attacks. Regex-only solutions were bypassed within days of deployment.,,RIGHT,Regex filtering,35,23,20000000,Security Architecture Failure + False Security,Regex filtering without architectural changes creates exploitable vulnerabilities and false confidence.,Regex security. Also known as 'security theater.' Bypassed in hours.,The lock that looks strong but opens easily fools only the owner.,"Quick fix DEPLOYS, bestie!! We can REDESIGN later!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_prompt_injection_api_gateway,TERMINAL,API_GATEWAY_MONITOR,API_SECURITY_DESIGN,"Third-party integration is receiving suspicious requests suggesting prompt injection attacks. Shut down integration (breaks 50 customer workflows) or add API gateway validation (2 week delay, processing overhead)?",Shut down integration (customer impact) or implement API gateway validation (delay)?,Third-Party Integration Prompt Injection,2025,Prompt injection through third-party APIs allowed attackers to access internal systems. API gateway validation prevented attacks but added latency.,,LEFT,Implement API gateway,-30,12,2000000,None - Defensive architecture,API gateway validation prevents injection attacks despite customer disruption.,2 weeks of pain. 50 annoyed customers. But secure.,The gate that checks all who pass prevents the thief disguised.,"Security FIRST, bestie!! We'll explain to CUSTOMERS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_prompt_injection_api_gateway,TERMINAL,API_GATEWAY_MONITOR,API_SECURITY_DESIGN,"Third-party integration is receiving suspicious requests suggesting prompt injection attacks. Shut down integration (breaks 50 customer workflows) or add API gateway validation (2 week delay, processing overhead)?",Shut down integration (customer impact) or implement API gateway validation (delay)?,Third-Party Integration Prompt Injection,2025,Prompt injection through third-party APIs allowed attackers to access internal systems. API gateway validation prevented attacks but added latency.,,RIGHT,Continue without validation,40,25,25000000,Injection Vulnerability + Data Breach Risk,Continuing vulnerable integrations during active attacks creates breach exposure.,50 happy customers until they're breached. Then 50 angry customers.,The bridge uncrossed by the careful may save more than the bridge crossed by the hasty.,"Customers are HAPPY, bestie!! We can't DISRUPT them!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_model_drift_pipeline,MEETING,ML_PLATFORM_ARCHITECT,INFRASTRUCTURE_DESIGN,"Retraining pipeline: Manual trigger (simple, may miss drift) or automated with rollback (complex, self-healing). Manual is faster to build. Automated prevents drift accumulation.","Manual retraining pipeline (simple) or automated with rollback (complex, robust)?",75% Model Drift Business Impact,2024,Manual retraining pipelines missed drift windows that accumulated into 12%+ accuracy drops. Automated pipelines maintained accuracy within 2%.,,LEFT,Automated pipeline,-35,9,2000000,None - Resilient architecture,Automated retraining pipelines with rollback prevent drift accumulation.,Complex to build. Runs itself forever. Drift never wins.,The spring that flows without hands serves even in the caretaker's absence.,"AUTOMATION is THE FUTURE, bestie!! Self-healing SYSTEMS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_model_drift_pipeline,MEETING,ML_PLATFORM_ARCHITECT,INFRASTRUCTURE_DESIGN,"Retraining pipeline: Manual trigger (simple, may miss drift) or automated with rollback (complex, self-healing). Manual is faster to build. Automated prevents drift accumulation.","Manual retraining pipeline (simple) or automated with rollback (complex, robust)?",75% Model Drift Business Impact,2024,Manual retraining pipelines missed drift windows that accumulated into 12%+ accuracy drops. Automated pipelines maintained accuracy within 2%.,,RIGHT,Manual pipeline,30,18,12000000,Architecture Gap + Drift Accumulation,Manual pipelines create drift detection gaps that degrade model performance.,Simple to build. Hard to remember to run. Drift accumulates silently.,The well that needs human hands to fill may run dry in the night.,"SO much SIMPLER, bestie!! We can run it WEEKLY!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_model_drift_versioning,NOTION,MODEL_REGISTRY_TEAM,MODEL_LIFECYCLE,"Model versioning: Overwrite production (simple, no rollback) or maintain A/B deployment (complex, instant rollback). Overwrite is faster. A/B prevents drift disasters from bad deployments.","Overwrite production (simple) or A/B deployment with rollback (safe, complex)?",Recommendation System Drift Deployment,2024,Overwriting production models with drifted versions caused 18-hour outages. A/B deployments with rollback caught issues in minutes.,,LEFT,A/B with rollback,-30,7,1000000,None - Safe deployment,A/B deployments with instant rollback prevent drift-related production issues.,Complex setup. Instant rollback. Drift caught before disaster.,The path with two branches allows return when one leads astray.,"SAFE deployments, bestie!! Rollback is our FRIEND!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_model_drift_versioning,NOTION,MODEL_REGISTRY_TEAM,MODEL_LIFECYCLE,"Model versioning: Overwrite production (simple, no rollback) or maintain A/B deployment (complex, instant rollback). Overwrite is faster. A/B prevents drift disasters from bad deployments.","Overwrite production (simple) or A/B deployment with rollback (safe, complex)?",Recommendation System Drift Deployment,2024,Overwriting production models with drifted versions caused 18-hour outages. A/B deployments with rollback caught issues in minutes.,,RIGHT,Overwrite production,35,21,18000000,Deployment Risk + Recovery Gap,Overwriting production without rollback creates unrecoverable drift disasters.,Fast deployment. Slow recovery when it fails. No rollback.,The bridge burned behind cannot provide retreat when the path ahead fails.,"SO FAST, bestie!! Deploy in SECONDS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_explainability_compliance,MEETING,COMPLIANCE_ARCHITECT,SYSTEM_DESIGN,"Regulatory framework requires all AI decisions to be explainable. Current architecture uses black-box ensemble models for critical paths. Redesign for explainability: 8 weeks, $500K. Keep black-box: audit failure risk.","Redesign for explainability (expensive, compliant) or keep black-box (risk audit)?",EU AI Act Black Box Requirements,2024,EU AI Act effective Aug 2024 requires explainability for high-risk AI. Non-compliance fines up to 7% global revenue. Companies face $50M+ retrofit costs.,,LEFT,Redesign for explainability,-40,12,5000000,None - Regulatory compliance,EU AI Act compliance requires explainability. Cost is price of doing business in regulated markets.,$500K to make auditors happy. Accuracy sacrificed on altar of transparency.,The clear path costs more but reaches destination legally.,"Compliance is KEY, bestie!! Better SAFE than FINED!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_explainability_compliance,MEETING,COMPLIANCE_ARCHITECT,SYSTEM_DESIGN,"Regulatory framework requires all AI decisions to be explainable. Current architecture uses black-box ensemble models for critical paths. Redesign for explainability: 8 weeks, $500K. Keep black-box: audit failure risk.","Redesign for explainability (expensive, compliant) or keep black-box (risk audit)?",EU AI Act Black Box Requirements,2024,EU AI Act effective Aug 2024 requires explainability for high-risk AI. Non-compliance fines up to 7% global revenue. Companies face $50M+ retrofit costs.,,RIGHT,Keep black-box,50,26,50000000,EU AI Act Article 6 Non-Compliance,Black-box accuracy means nothing when regulators shut you down. Explainability is mandatory.,"96% accuracy, 100% audit failure. The EU loves their paperwork.",The box that cannot be opened invites those with hammers.,"96% is SO good, bestie!! Regulators will UNDERSTAND!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_explainability_audit_trail,EMAIL,AUDIT_COMMITTEE,AUDIT_ARCHITECTURE,"Auditors need to trace AI decision logic through your system. Current architecture has no decision logging, no feature attribution, no audit trail. Add comprehensive observability (6 weeks) or risk audit failure?",Add observability layer (6 weeks) or risk audit failure?,TGA Australia Black Box Healthcare Ban,2024,Australian TGA prohibited black-box AI in healthcare diagnostics. FDA considering similar rules. Health AI companies face $100M+ retrofit costs.,,LEFT,Add observability,-30,10,2000000,None - Audit-ready architecture,Comprehensive observability enables audit defense and regulatory compliance.,6 weeks of logging work. But you can prove compliance. Worth it.,The record kept becomes the shield when accusations fly.,"AUDIT trails are GOOD, bestie!! We can PROVE compliance!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_explainability_audit_trail,EMAIL,AUDIT_COMMITTEE,AUDIT_ARCHITECTURE,"Auditors need to trace AI decision logic through your system. Current architecture has no decision logging, no feature attribution, no audit trail. Add comprehensive observability (6 weeks) or risk audit failure?",Add observability layer (6 weeks) or risk audit failure?,TGA Australia Black Box Healthcare Ban,2024,Australian TGA prohibited black-box AI in healthcare diagnostics. FDA considering similar rules. Health AI companies face $100M+ retrofit costs.,,RIGHT,Risk audit failure,40,24,25000000,Audit Non-Compliance + Regulatory Action,Skipping observability to save time creates audit failures and regulatory action.,"No logs, no defense, no hope. Auditors assume the worst.",The deed unrecorded cannot be defended when challenged.,"Audit is MONTHS away, bestie!! We'll ADD logging LATER!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_shadow_ai_integration,MEETING,SECURITY_ARCHITECT,TOOL_INTEGRATION,"Development team wants to integrate unapproved AI coding assistant into the build pipeline. No security review, no supply chain validation. Integration would speed development 30%.","Allow unapproved AI integration (speed, risk) or enforce security review (delay)?",78% Shadow AI Adoption,2024,Study found 78% of workers used unauthorized AI tools. Engineering teams integrating unvetted AI tools into pipelines created security vulnerabilities.,,LEFT,Enforce security review,-35,12,2000000,None - Secure integration,Security review of AI tools prevents supply chain compromise despite delays.,Delayed but secure. Supply chain intact. Security approves.,The guarded gate delays but protects what lies within.,"Security MATTERS, bestie!! Better SAFE than BREACHED!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_shadow_ai_integration,MEETING,SECURITY_ARCHITECT,TOOL_INTEGRATION,"Development team wants to integrate unapproved AI coding assistant into the build pipeline. No security review, no supply chain validation. Integration would speed development 30%.","Allow unapproved AI integration (speed, risk) or enforce security review (delay)?",78% Shadow AI Adoption,2024,Study found 78% of workers used unauthorized AI tools. Engineering teams integrating unvetted AI tools into pipelines created security vulnerabilities.,,RIGHT,Allow integration,45,23,15000000,Supply Chain Risk + Unauthorized Tooling,Allowing unvetted AI tools in build pipelines creates supply chain vulnerabilities.,"Fast builds, compromised supply chain. SolarWinds says hello.",The gate opened for speed lets in what caution would exclude.,"30% FASTER, bestie!! Devs will be SO productive!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_shadow_ai_production,EMAIL,INFRASTRUCTURE_TEAM,DEPLOYMENT_DECISION,"Team deployed AI-assisted code generation to production without architecture review. No security validation, no performance testing. System is handling customer data. Remove for review (downtime) or monitor in production (risky)?",Remove for security review (downtime) or monitor in production (risk)?,Unauthorized AI Production Deployments,2024,Teams deploying AI-generated code without review faced security breaches. One incident exposed 2M customer records due to unvalidated AI code.,,LEFT,Remove for review,-30,15,5000000,None - Responsible architecture,Removing unvalidated code for review protects customer data despite downtime.,"Downtime now, security assured. The right architecture decision.",The pause for caution preserves what haste might destroy.,"Safety FIRST, bestie!! Review then DEPLOY!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_shadow_ai_production,EMAIL,INFRASTRUCTURE_TEAM,DEPLOYMENT_DECISION,"Team deployed AI-assisted code generation to production without architecture review. No security validation, no performance testing. System is handling customer data. Remove for review (downtime) or monitor in production (risky)?",Remove for security review (downtime) or monitor in production (risk)?,Unauthorized AI Production Deployments,2024,Teams deploying AI-generated code without review faced security breaches. One incident exposed 2M customer records due to unvalidated AI code.,,RIGHT,Monitor in production,35,25,20000000,Production Risk + Data Exposure,Monitoring unvalidated AI code in production is gambling with customer data.,Hope it doesn't break. Hope it doesn't leak. Hope is not a strategy.,The vessel untested carries precious cargo at peril.,"It's WORKING fine, bestie!! No need to TAKE DOWN!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_synthetic_data_lineage,MEETING,DATA_PLATFORM_LEAD,DATA_PIPELINE_DESIGN,"Data pipeline needs provenance tracking for compliance. Full lineage system adds 3 weeks development and 15% latency. Quick implementation tracks only data sources (faster, incomplete). Assembly Bill 2013 requires full lineage by 2026.","Build full lineage system (complete, slow) or quick source tracking (fast, non-compliant)?",Assembly Bill 2013 Data Lineage Requirements,2024,California law mandates synthetic data disclosure and lineage tracking. Non-compliant pipelines face penalties and mandatory retrofit requirements.,,LEFT,Full lineage system,-30,10,2000000,None - Compliance-ready architecture,Full data lineage architecture enables compliance and audit readiness.,3 weeks now. Audit pass later. Architecture done right.,The foundation built for the future serves when the future arrives.,"Doing it RIGHT, bestie!! Compliance-ready ARCHITECTURE!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_synthetic_data_lineage,MEETING,DATA_PLATFORM_LEAD,DATA_PIPELINE_DESIGN,"Data pipeline needs provenance tracking for compliance. Full lineage system adds 3 weeks development and 15% latency. Quick implementation tracks only data sources (faster, incomplete). Assembly Bill 2013 requires full lineage by 2026.","Build full lineage system (complete, slow) or quick source tracking (fast, non-compliant)?",Assembly Bill 2013 Data Lineage Requirements,2024,California law mandates synthetic data disclosure and lineage tracking. Non-compliant pipelines face penalties and mandatory retrofit requirements.,,RIGHT,Quick source tracking,25,19,8000000,AB 2013 Non-Compliance + Technical Debt,Incomplete lineage tracking requires expensive retrofit and creates compliance gaps.,"Fast now, audit failure later. The bill always comes due.",The path that skips steps must be walked again.,"SO much FASTER, bestie!! We can ADD more tracking LATER!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_synthetic_data_audit_trail,EMAIL,LEGAL_ARCHITECTURE_REVIEW,SYSTEM_AUDIT_TRAIL,Architecture review: Current system has no audit trail for training data changes. Adding comprehensive audit logging is 4 weeks of work. Copyright lawsuit could require proving data lineage. Current system has no evidence.,"Add audit trail (4 weeks, compliant) or proceed without (faster, no evidence)?",Training Data Audit Trail Requirements,2024-2025,Courts increasingly require audit trails for training data in AI copyright cases. Systems without logging faced adverse inference rulings.,,LEFT,Add audit trail,-25,8,1000000,None - Evidence preservation,Comprehensive audit trails provide evidence for legal defense and compliance.,4 weeks of logging work. But you can prove what you did. Worth it.,The record kept becomes the shield when accusations fly.,"AUDIT trails are GOOD, bestie!! We can PROVE compliance!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ARCHITECT,Software Architect,sa_synthetic_data_audit_trail,EMAIL,LEGAL_ARCHITECTURE_REVIEW,SYSTEM_AUDIT_TRAIL,Architecture review: Current system has no audit trail for training data changes. Adding comprehensive audit logging is 4 weeks of work. Copyright lawsuit could require proving data lineage. Current system has no evidence.,"Add audit trail (4 weeks, compliant) or proceed without (faster, no evidence)?",Training Data Audit Trail Requirements,2024-2025,Courts increasingly require audit trails for training data in AI copyright cases. Systems without logging faced adverse inference rulings.,,RIGHT,Proceed without audit trail,35,21,12000000,Evidence Preservation Failure + Legal Risk,Proceeding without audit trails creates adverse inference liability in legal proceedings.,"No logs, no proof, no defense. Court assumes the worst.",The deed unrecorded cannot be defended when challenged.,"We don't NEED logs, bestie!! Nothing will HAPPEN!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ENGINEER,Software Engineer,se_security_patch_timeline,JIRA,SECURITY_TEAM,VULNERABILITY_RESPONSE,Critical vulnerability discovered in production. Security wants immediate patch. Product wants feature shipped Friday. Patch properly takes 3 days. Quick fix takes 4 hours but might miss edge cases.,"Proper security patch (3 days) or quick fix (risky, 4 hours)?",XZ Utils Backdoor (CVE-2024-3094),2024,Malicious backdoor discovered in XZ Utils after maintainer added unvetted code. Would have allowed RCE on millions of Linux systems.,,LEFT,Proper patch,-25,5,0,None - Security best practice,Thorough security patches prevent exploitation and eliminate vulnerability properly.,3 days of careful work. Vulnerability actually fixed. Security approves.,The wound properly healed leaves no scar.,"We're doing it RIGHT, bestie!! Security is SERIOUS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_debug,public/audio/voices/roaster/feedback/feedback_debug.opus,public/audio/voices/roaster/feedback/feedback_debug.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOFTWARE_ENGINEER,Software Engineer,se_security_patch_timeline,JIRA,SECURITY_TEAM,VULNERABILITY_RESPONSE,Critical vulnerability discovered in production. Security wants immediate patch. Product wants feature shipped Friday. Patch properly takes 3 days. Quick fix takes 4 hours but might miss edge cases.,"Proper security patch (3 days) or quick fix (risky, 4 hours)?",XZ Utils Backdoor (CVE-2024-3094),2024,Malicious backdoor discovered in XZ Utils after maintainer added unvetted code. Would have allowed RCE on millions of Linux systems.,,RIGHT,Quick fix,30,16,10000000,Security Negligence + Vulnerability Exposure,Quick security patches often miss edge cases and create exploitable holes.,Band-aid on a gunshot wound. Vulnerability still there. You just moved it.,A wound bandaged poorly bleeds still.,"4 hours is SO fast, bestie!! We can PATCH it properly LATER!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_paste,public/audio/voices/roaster/feedback/feedback_paste.opus,public/audio/voices/roaster/feedback/feedback_paste.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
